Name,City,Region,Description,Phone,Email,Sort,Link,Military
Тернопільський національний медичний університет імені і.Я. Горбачевського Міністерства охорони здоров`я України,Тернопіль,Тернопільська,"Тернопільський національний медичний університет імені Івана Яковича Горбачевського — провідний медичний заклад вищої освіти України, який готує висококваліфікованих фахівців медичної галузі уже понад 65 років.
Сьогодні тут здобувають освіту понад 5 тисяч українських та іноземних студентів. На медичному, фармацевтичному, стоматологічному факультетах, факультеті іноземних студентів, факультеті післядипломної освіти та в 5 навчально-наукових інститутах навчальний процес забезпечують понад 650 викладачів (90 % з них мають наукові ступені доктора філософії і доктора наук).
ТНМУ має потужну матеріально-технічну базу, що відповідає світовим стандартам підготовки фахівців. Сьогодні функціонує 20 корпусів, з них — 12
навчальних з просторими аудиторіями та сучасними лабораторіями, стоматологічний відділ університетської клініки, спорткомплекс з тренажерною залою, відремонтовані гуртожитки, сучасна бібліотека, науково-дослідні лабораторії, власне видавництво «Укрмедкнига», навчально-оздоровчий комплекс «Червона калина». Клінічні кафедри розташовані у лікувальних закладах області. Діє навчально-практичний Центр симуляційного навчання, оснащений за провідними світовими стандартами.",(0352) 525010; (0352)524492,university@tdmu.edu.ua,Державна,www.tdmu.edu.ua,
Тернопільський національний педагогічний університет імені Володимира Гнатюка,Тернопіль,Тернопільська,"Тернопільський національний педагогічний університет імені Володимира Гнатюка – в трійці кращих педагогічних вищих навчальних закладів України, лідер серед вишів за індексом прозорості, перший в області за кількістю місць державного замовлення та за кількістю працевлаштованих випускників.  
Університет надає можливість фахового оволодіння спеціальностями та спеціалізаціями, що дозволяє випускникам університету впевненіше почувати себе на ринку праці; створює умови для оволодіння інноваційними педагогічними та інформаційними технологіями.
Навчальний процес і дозвілля планується за принципом студентоцентризму.
В університеті діє комп’ютерна мережа (більше, ніж півтори тисячі комп’ютерів), укомплектовано 40  комп’ютерних класів. До послуг охочих - читальний зал електронних ресурсів, абонементи і читальні зали університетської наукової бібліотеки, зал синхронного перекладу. 
Заняття проводяться у восьми навчальних корпусах, в сучасних  навчальних аудиторіях та кабінетах. В студмістечку обладнано п’ять гуртожитків. Популярністю користуються спортивні тренажери, стадіон, легкоатлетичний манеж, шість спортивних залів, біологічний та географічний стаціонар.","035 243 58 80, 243 60 02",info@tnpu.edu.ua,Державна,www.tnpu.edu.ua,
Тернопільський національний технічний університет імені Івана Пулюя,Тернопіль,Тернопільська,"Університет розвиває програми подвійних дипломів підготовки фахівців із закладами вищої освіти Франції, Німеччини, Польщі.
Центр іноземних мов забезпечує поглиблене вивчення англійської, французької, німецької та польської мов. Центр перепідготовки та післядипломної освіти дозволяє, навчаючись на денній формі, паралельно заочно здобувати другу вищу освіту.
Центр франко-української науково-освітньої кооперації, створений за підтримки посольства Франції в Україні, реалізує спільні навчальні програми, стажування в лабораторіях провідних французьких університетів, ІТ-компаніях, у тому числі з отримання стипендії уряду Франції, організовує інтенсивні практичні курси французької мови за сучасними комунікаційними технологіями французьких університетів.
","(0352) 52 41 81, (0352) 25 49 83",univ@tntu.edu.ua,Державна,www.tntu.edu.ua,
Українська державна льотна академія,Кропивницький,Кіровоградська,"Наш науково-навчально-виробничий комплекс з 1951 року готує авіаторів. Навчання тут пройшли фахівці з 81 країни світу.
Академія здійснює цикл повної підготовки: має два факультети, військову кафедру, магістратуру, аспірантуру, докторантуру.
Тренажерні комплекси, авіаційно-технічна база, яка сертифікована відповідно до вимог Євростандарту, дозволяють на власній базі проводити, як теоретичне навчання, так і якісну практичну підготовку здобувачів освіти.",+380(52)-234-40-10,office@sfa.org.ua,Державна,,
Український державний університет залізничного транспорту,Харків,Харківська,"Український державний університет залізничного транспорту є правонаступником Харківського інституту інженерів залізничного транспорту, заснованого у 1930 р. За роки свого існування навчальний заклад декілька раз підвищував свій статус.
З квітня 2015 року навчальний заклад одержав назву Український державний університет залізничного транспорту.
За майже 90-річну історію університет підготував понад 95 тис. спеціалістів для залізничного транспорту, транспортного будівництва та інших галузей народного господарства та економіки.
Важливим напрямком діяльності університету є наукова робота та підготовка науково-педагогічних кадрів.
В університеті діють чотири спеціалізовані ради, в яких приймаються до захисту дисертації за 9 спеціальностями. Протягом 2019 р. захищено 18 кандидатських та 5 докторських дисертацій.
Науково-дослідна робота в УкрДУЗТ за напрямом технічних наук виконується в 17 Галузевих науково-дослідних лабораторіях (ГНДЛ), Центрі діагностики споруд транспортного призначення та на 25 кафедрах. За напрямом суспільних наук науково-дослідна робота забезпечується однією ГНДЛ та 10-ма кафедрами.",+38(057)7301013;+38(057)7301969; факс +38(057)7714686,info@kart.edu.ua,Державна,kart.edu.ua,
Уманський державний педагогічний університет імені Павла Тичини,Умань,Черкаська,"Уманський державний педагогічний університет імені Павла Тичини — це потужний комплекс навчально-виробничих приміщень, де створені сприятливі умови для навчання. До послуг студентів 5 навчально-лабораторних корпусів, 2 укриття на 2300 місць, навчальні майстерні, два комфортабельні студентські гуртожитки на 720 місць, агробіостанцію, бібліотеку з фондом близько 500 тис. примірників, сучасні читальні зали, 3 лінгафонні кабінети, дві студентські їдальні, спортивний комплекс, у всіх корпусах та гуртожитках студенти мають вільний доступ до мережі Інтернет. В університеті запроваджені освітньо-професійні програми для іноземних студентів. Викладання дисциплін обов’язкового чи вибіркового компонента відповідно до навчального плану проводиться англійською мовою науково-педагогічними працівниками університету, які мають значний досвід практичної та викладацької роботи; сформований кадровий резерв із англомовних викладачів, які мають рівень володіння англійською мовою В2. Станом на березень 2025 року в університеті зареєстровано 36 іноземних здобувачів вищої освіти.
Уманський державний педагогічний університет імені Павла Тичини має значний досвід інклюзивного навчання. Із метою соціальної та освітньої інтеграції студентської молоді з інвалідністю діє Центр підтримки студентів та інклюзивного туризму «Без бар’єрів».","+38(047)443-45-82, +38(047)445-23-03",post@udpu.edu.ua,Державна,https://udpu.edu.ua,
Уманський національний університет,Умань,Черкаська,"Уманський національний університет садівництва – заклад вищої освіти, що здійснює освітню, наукову, інноваційну, культурно-просвітницьку діяльність; є візитівкою міста та флагманом аграрної освіти не лише Черкащини, а й усієї Україні. Заснований у 1844 році в м. Одеса як Головне училище садівництва, протягом усього періоду функціонування зазнав низки прогресивних перетворень, перебуваючи завжди серед закладів вищої освіти. 
Орієнтований на європейські стандарти освіти, Уманський національний університет садівництва має потужну науково-технічну та навчальну бази, що формувалися впродовж усього періоду його становлення й удосконалюються з року в рік; багату на унікальні старовинні видання та сучасну літературу наукову бібліотеку; 23 навчально-наукові лабораторії і виробничі підрозділи з прогресивним обладнанням. 
У структурі університету:  сім відокремлених структурних підрозділів – Уманський фаховий коледж технологій та бізнесу, Ананьївський аграрно-економічний фаховий коледж, Городищенський фаховий коледж, Тальнівський будівельно-економічний фаховий коледж, Тальянківський агротехнічний фаховий коледж, Чигиринський економіко-правовий фаховий коледж, Шевченківський фаховий коледж; 
","04744-46999, 46979, 04744,46989, 32011",udau@udau.edu.ua,Приватна,www.udau.edu.ua,
Університет економіки і підприємництва,Хмельницький,Хмельницька,"Історія Університету економіки і підприємництва розпочалася у 1993 році як Хмельницький економічний філіал Одеського інституту підприємництва і права під керівництвом кандидат педагогічних наук, доцента Капітанця Олександра Миколайовича. За час свого існування він пройшов складний шлях розвитку від маленького економічного інституту до університету.
У січні 1997 року комісією Міністерства освіти України була перевірена діяльність Хмельницького інституту економіки і підприємництва на предмет виконання ним умов ліцензування та його спроможності щодо збільшення ліцензованого обсягу набору з існуючих спеціальностей. Було зроблено позитивні висновки з усіх перевірених питань.
03 квітня 1997 року рішенням Державної акредитаційної комісії Міносвіти України збільшено ліцензований обсяг для підготовки за ІІІ рівнем акредитації спеціалістів з напряму 0501 «Економіка і підприємництво» за спеціальністю 7.050107 «Економіка підприємства» та за напрямом 0502 «Менеджмент» із спеціальності 7.050201 «Менеджмент у виробничій сфері.
У червні 1999 року Державною акредитаційнаою комісією Міністерства освіти України акредитувано підготовку спеціалістів з економіки підприємства.
В 2000 році акредитовано спеціальність 6.050200 «Менеджмент організацій».
Реалізуючи положення Концепції безперервної ступеневої системи вищої освіти, інститут на базі відділення підготовки молодших спеціалістів із 2000 року розпочав підготовку фахівців освітньо-кваліфікаційного рівня «молодший спеціаліст» на основі базової загальної середньої освіти з напряму 0501 «Економіка і підприємництво» за спеціальностями: 5.050107 «Економіка підприємства» та 5.050111 «Бухгалтерський облік».","+38 067 916 36 50, +38 067 771 34 31",uniepkm@gmail.com,Приватна,http:/ www.uniep.km.uа,
Університет митної справи та фінансів,Дніпро,Дніпропетровська,"Вищий спеціалізований навчальний заклад з підготовки фахівців у сфері митної справи. У середині 1990-х рр. митна система України вступила в якісно-новий період свого розвитку. Кількісні параметри, що були  характерні для розбудови національних митних органів у 1992-1995 рр. поступово трансформувались в якісні показники. Важливий аспект реорганізації митної служби України – створення ефективної системи професійної підготовки працівників митних органів. Одним із головних напрямків розбудови системи підготовки кадрів для Держмитслужби стало створення профільного навчального закладу.
11.06.1996 Президент України Л.Д. Кучма підписав Указ № 412/96 «Про створення Академії митної служби України». АМСУ була визначена як головна навчально-методична установа національної системи підготовки, перепідготовки та підвищення кваліфікації фахівців митної справи. Указом Президента України від 23.03.1998 № 216/98 АМСУ визначено головною навчально-методичною установою національної системи підготовки, перепідготовки та підвищення кваліфікації фахівців митної справи. Створення вищого навчального закладу відбувалося за безпосередньої участі її фундаторів: голови ДМСУ Леоніда Васильовича Деркача та першого ректора АМСУ – професора Петра Панфіловича Падуна (ректор Академії 1996-2004 рр.). В АМСУ було сформовано висококваліфікований кадровий потенціал, розроблено навчально-методичне забезпечення з урахуванням митного спрямування, організовано науково-дослідну роботу, відкрито аспірантуру, комп’ютеризовано навчальний процес із використанням мережі Інтернет, створено видавничу базу, сформовано бібліотеку з найсучаснішим фондом навчальної та наукової літератури, зміцнено матеріально-технічну базу. Усе це створило умови для акредитації Академії відповідно до рішення Державної акредитаційної комісії від 13 квітня 2004 р. за ІІІ освітнім рівнем акредитації.",(056)745 55 96,university.msf@gmail.com,Державна,umsf.dp.ua,
Харківська державна академія дизайну і мистецтв,Харків,Харківська,"Матеріально-технічна база: 3 навчальні корпуси, 18 лабораторій та навчальних майстерень, гуртожиток, 4 комп'ютерних класи, бібліотека (понад 140 000 одиниць), музей, мистецтвознавчий центр «Академія», арт-центр «Hudpromloft».
Академія видає періодичні наукові видання, які включено до переліку видань ВАК України та міжнародних наукометричних баз.
Фахівцями академії підтримуються веб-ресурси в глобальній мережі Інтернет.
Академією започатковано мистецькі заходи, найбільш значущі з них: Міжнародний форум «Дизайн-освіта»; Всеукраїнський конкурс академічного рисунка; Міжнародне триєнале «4-й Блок»; щорічна Всеукраїнська студентська олімпіада з дизайну, щорічна виставка творчих робіт викладачів, співробітників та студентів закладів вищої освіти Харківщини тощо.
Академія є членом Європейської ліги ВНЗ мистецтв, має творчі, освітянські та наукoві зв'язки з ВНЗ Пoльщі, Німeччини, Фpанції, Вeликої Бpитанії, Нідeрландів, Хоpватії, Грeції, США, Китaю, Литви, Ітaлії, Турeччини і мaє наміp розшиpювати цю співпpацю надaлі.",+38 (057) 706-15-60,academy@ksada.edu.ua,Державна,http://www.ksada.org,
Харківська державна академія культури,Харків,Харківська,"Харківська державна академія культури (ХДАК) - це заклад вищої освіти загальнодержавної форми власності, підпорядкований Міністерству культури України. ХДАК створена постановою Кабінету Міністрів України від 08 червня 1998 р. за № 818 на базі ліквідованого Харківського державного інституту культури, який був першим закладом вищої освіти такого типу в Україні (Рішення Раднаркому України від 10.09.1929 р., протокол № 41/645). Свідоцтво про державну реєстрацію ХДАК було видане виконавчим комітетом Харківської міської ради за № 079438 від 27.07.1998 р. ХДАК внесена до Державного реєстру навчальних закладів України загальнодержавної форми власності і здійснює освітню діяльність на підставі ліцензії Міністерства освіти і науки України АВ № 529688 від 26.08.2010 р. Академія сьогодні – це сучасний заклад вищої освіти четвертого рівня акредитації, лідер бібліотечно-інформаційної та культурологічної освіти. Академія готує бакалаврів і магістрів за 16 напрямами та спеціальностями 7-ми галузей знань: «культура і мистецтво», «гуманітарні науки», «соціальні та поведінкові науки», «журналістика», «управління та адміністрування», «соціальна робота», «сфера обслуговування». Навчально-виховний процес забезпечують 7 факультетів, 29 кафедр, на яких працюють понад 200 штатних викладачів, серед них понад 40 докторів наук, професорів, народних і заслужених артистів України, заслужених діячів мистецтв та працівників культури України. Кількість викладачів, які мають наукові ступені, вчені звання, державні почесні звання, становить понад 70%.",(057) 731-13-88,xdak-office@ukr.net,Державна,www.ic.ac.kharkov.ua,
Хмельницька гуманітарно-педагогічна академія,Хмельницький,Хмельницька,"Хмельницька гуманітарно-педагогічна академія – один з найдавніших навчальних закладів Поділля. З часу відкриття педагогічних курсів у м. Проскурові в 1921 р., заклад істотно змінився. Сто років, поступово розвиваючись з педкурсів у педтехнікум, педучилище, педагогічний коледж, гуманітарно-педагогічний інститут, гуманітарно-педагогічна академія перебувала й перебуває у центрі подій освітнього життя України на різних етапах її історичної минувшини. 
Заклад зазнав реформуючих процесів, що відбувалися в системі вітчизняної освіти. Сьогодні гуманітарно-педагогічна академія – один із провідних вузів Поділля. Підготовка спеціалістів ведеться за рівнем фахової передвищої освіти, I (бакалаврським), II (магістерським), III (освітньо-науковим) рівнями вищої освіти.
","(0382) 79 53 55, 79 59 45, 79 51 68",kgpa@ukr.net,Комунальна,http://www.kgpa.km.ua,
Хмельницький національний університет,Хмельницький,Хмельницька,"Хмельницький національний університет — найбільший та найпрестижніший на Поділлі заклад вищої освіти. З часу створення він пройшов шлях від загальнотехнічного факультету Українського поліграфічного інституту імені Івана Федорова до провідного класичного багатопрофільного університету, що має статус національного, з європейським рівнем підготовки фахівців та потужним професорсько-викладацьким потенціалом, модернізованою матеріально-технічною базою та сучасними інноваційними технологіями навчання.
Особливе місце у діяльності закладу посідає міжнародна співпраця, спрямована на інтеграцію університету в європейський і світовий освітній та науковий простір. ХНУ співпрацює більш ніж зі 100 закладами вищої освіти, науковими установами, організаціями та фондами з Австрії, Бельгії, Литви, Нідерландів, Німеччини, Польщі, Словаччини, США, Франції та інших країн, що забезпечує європейські та світові стандарти якості освіти та значно розширює горизонти діяльності. Навчальний заклад бере активну участь у міжнародних конференціях, програмах обміну студентами, викладачами та науковцями.",+380(38)-267-27-55,centr@khmnu.edu.ua,Державна,https://khmnu.edu.ua,
Центральноукраїнський державний університет імені Володимира Винниченка,Кропивницький,Кіровоградська,"Центральноукраїнський державний університет імені Володимира Винниченка – це один з провідних класичних закладів вищої освіти з понад 100-річною історією. Щороку університет входить до Топ-100 найпопулярніших серед абітурієнтів.
Наші студенти беруть участь у міжнародних проєктах, стажуваннях і грантових програмах, а також гідно представляють регіон на всеукраїнських і світових аренах у спорті та мистецтві.
У закладі активно розвивається студентське самоврядування та діє власне студентське медіа «Шепіт». На базі університету функціонують коворкінг «Vynnychenkos Kowo Сenter», мистецька резиденція «Хвиля», археологічний музей та музей природи, психологічна служба, спортивні зали та майданчики.
Ми пропонуємо навчання за всіма рівнями вищої освіти: бакалавр, магістр, доктор філософії, доктор наук.
З 2025 року при університеті розпочинає роботу фаховий коледж «Alma Mater Plus».
Ми маємо сучасне інклюзивне освітнє середовище, що поєднує навчальні лабораторії, бібліотеку, цифровий простір, а також комфортні гуртожитки. Університет Володимира Винниченка – це впевнений крок до успішної кар’єри.","+38(0522)320889, 248544",mails@cuspu.edu.ua,Державна,https://cusu.edu.ua,
Черкаський державний технологічний університет,Черкаси,Черкаська,"Матеріально-технічна база: 7 навчальних корпусів (з них 2 корпуси спортивного комплексу), лабораторно-навчальний корпус, 4 гуртожитки, комп’ютерні класи, бібліотека, стадіон, кафе-буфети, їдальня, 2 бази відпочинку (на березі Чорного моря (м. Очаків) та на річці Рось).
Черкаський державний технологічний університет — це флагман освіти і науки в регіоні по формуванню нової генерації України, збагаченої духовним надбанням та високими професійними навичками.
Університет співпрацює з багатьма зарубіжними навчальними закладами, такими як Лінчопінгським університетом (Швеція), Копенгагенським інститутом Ерстеда (Данія), Страсбурзьким університетом (Франція), Констанцьким університетом та Дрезденською гірничою академією (Німеччина), що створюютє позитивний імідж українських вчених у всьому світі і сприяють підняттю престижу вузу.","0472-71-00-94, 0472-51-36-72",rector@chdtu.edu.ua,Державна,www.chdtu.edu.ua,
Черкаський національний університет імені Богдана Хмельницького,Черкаси,Черкаська,"У 2024 році у міжнародному рейтингу Times Higher Education University Impact Rankings ЧНУ зайняв 4 місце серед українських ЗВО та 1001 у світі. 
У 2024 році ЧНУ імені Богдана Хмельницького посів 42 місце у міжнародному рейтингу закладів вищої освіти «World University / Institution Rankings» серед 206 українських університетів. Рейтинг закладів вищої освіти базується на значеннях індексу Гірша, i10-індексу та загальній кількості цитувань науковців ЗВО, профілі яких є в Google Scholar. Найбільш успішним дослідником серед науково-педагогічних працівників ЧНУ за рейтингом «AD Scientific Index» доктор фізико-математичних наук, професор кафедри фізики Андрій Гусак.","(0472) 37-21-42, 35-44-63","cic@cdu.edu.ua, cic@univer.cherkassy.ua",Державна,www.cdu.edu.ua,
Чернівецький навчально-науковий юридичний інститут Національного університету «Одеська юридична академія»,Чернівці,Чернівецька,"Національний університет «Одеська морська академія» давно і добре відомий у світовому морському суспільстві. За роки існування з 1944 року заклад освіти мав різні назви: Одеське вище морехідне училище (ОВМУ), Одеське вище інженерне морське училище (ОВІМУ), Одеська державна морська академія (ОДМА), Одеська національна морська академія (ОНМА), Національний університет «Одеська морська академія» (НУОМА).
Протягом усієї історії закладом освіти забезпечувалися високий професіоналізм науково-педагогічного персоналу, відповідні міжнародним і національним вимогам стандарти освіти і практичної підготовки здобувачів освіти.
НУОМА є провідним навчальним, науковим і методичним центром, який визначає стратегію і шляхи розвитку морської освіти в Україні.
Основним завданням університету є забезпечення конкурентоспроможності випускників на світовому ринку праці. НУОМА є активним членом Міжнародної асоціації морських університетів (IAMU), Чорноморської асоціації морських інститутів (BSAMI).
Представники університету регулярно беруть участь у роботі асамблей, комітетів і підкомітетів Міжнародної морської організації (IMO) у складі офіційних делегацій України та Міжнародної асоціації морських університетів.",(037)255-94-49,chernivtsi.institute@gmail.com,Приватна,https://cherninstitut.com.ua/,
Чернівецький національний університет імені Юрія Федьковича,Чернівці,Чернівецька,"Чернівецький національний університет імені Юрія Федьковича — один із найстаріших класичних університетів в Україні. Розташований у величній будівлі сучасних Чернівців — комплексі, спорудженому в 1864-1882 рр. як резиденція митрополитів Буковини і Далмації за проєктом відомого австрійського архітектора чеського походження Йозефа Главки.
Указом австрійського імператора Франца-Йосифа від 31 березня 1875 р. було засновано Чернівецький університет, у тому числі й богословський греко-православний факультет — єдиний православний факультет в Австрійській імперії. 
4 жовтня 1875 р. відбулося урочисте відкриття університету, якому було надано назву Чернівецький університет ім. Франца-Йосифа.
Відкриття і подальша діяльність університету в Чернівцях надали провінційному місту європейського шарму, яким ми пишаємося й понині. Цим завдячуємо депутатові Австрійського Рейхстагу і крайового сейму, професору, доктору, у подальшому першому ректорові університету Костянтинові Томащуку. Адже саме він зумів переконати депутатів австрійського парламенту про необхідність створення університету саме в Чернівцях.",0372 52-70-29,office@chnu.edu.ua,Державна,www.chnu.edu.ua,
Чернівецький торговельно - економічний інститут Державного торговельно - економічного університету,Чернівці,Чернівецька,"Активно функціонують студентські гуртки та клуби за інтересами: туристичний клуб «Плай», наукові гуртки («Маркетолог», «Пошук», «Фінансист», «Радник бухгалтера», «Профі») та професійні школи (Школа бармена, Школа кулінарної майстерності та сервісу, Школа кондитера, Школа здорового способу життя, Школа гостинності).
Викладачі та студенти ЧТЕІ ДТЕУ мають можливість брати участь у програмах академічної мобільності Еразмус+, програмах закордонних стажувань, конференціях, круглих столах та ін. Участь у цих заходах дозволяє підвищити рівень викладання, отримати досвід навчання в іноземних закладах вищої освіти, порівняти різні аспекти освітнього процесу за кордоном та в Україні шляхом прямої участі в ньому, удосконалити власні вміння та навики, навчитися краще адаптуватися до нового середовища та налагодити нові ділові контакти.
Інститут співпрацює на договірних засадах з іноземними ЗВО з Польщі, Румунії, Австрії, Болгарії, Грузії, Латвії, Молдови, Північного Кіпру, Сербії, Чехії, Словацької республіки, Португалії, Греції та ін.",+380(37)-251-11-58,main@chtei-knteu.cv.ua,Державна,http://chite.edu.ua/,
Чортківський навчально-науковий інститут підприємництва і бізнесу Західноукраїнського національного університету,Чотків,Тернопільська,"Чортківський навчально-науковий інститут підприємництва і бізнесу ЗУНУ – віддалений структурний підрозділ Західноукраїнського національного університету, здійснює підготовку бакалаврів, магістрів відповідно до ліцензії серії АЕ № 636470 від 10.06.2015 р.
Чортківський навчально-науковий інститут підприємництва і бізнесу був створений з метою покращення навчально-виховного процесу, наближення його до місць проживання студентів у відповідності з Постановою Сенату Академії (протокол від 28.12.1994р. №1) та наказу ректора Тернопільської академії народного господарства «Про створення Чортківської філії ТАНГ» (наказ від 30.01.1995 р. №14).
Згідно із наказом Міністерства освіти і науки України від 18 червня 2001 р. № 463 Чортківську філію Тернопільської академії народного господарства з 1 вересня цього ж року було реорганізовано у Чортківський інститут підприємства та бізнесу Тернопільської академії народного господарства без права юридичної особи.
У 2005 році Чортківський інститут підприємства та бізнесу Тернопільської академії народного господарства перейменовано у Чортківський інститут підприємництва і бізнесу Тернопільського державного економічного університету, а згодом у 2006 р. – у Чортківський інститут підприємництва і бізнесу Тернопільського національного економічного університету.",+380355220849,chnnipb@wunu.edu.ua,Державна,http://chnnipb.wunu.edu.ua/,
